日期,交易类型,股票代码,交易股票数量,交易后持仓数量,交易价格,交易金额,手续费,交易原因,收盘价,EMA20,EMA60,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,趋势过滤器,超买超卖信号,动能确认,极端价格量能,满足维度数,触发原因,行业,RSI超买阈值,RSI超卖阈值
2022/11/04,买入,600900,1700,0,17.52,29784.0,36.34,现金买入,17.52,20.02,19.59,17.67,-0.2213,0.2294,-0.4507,22.64,20.5,18.37,4302023,1.43,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度,电力,70,35
2022/11/11,买入,600900,1500,0,17.83,26745.0,32.63,现金买入,17.83,19.81,19.52,22.47,-0.3603,0.1115,-0.4718,22.83,20.39,17.94,3366597,1.04,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度,电力,70,35
2023/12/01,卖出,600985,1200,0,14.42,17304.0,39.95,转现金,14.42,12.02,11.32,92.65,0.7844,0.4771,0.3073,14.13,11.6,9.07,1322435,1.42,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度,煤炭,70,28
2024/01/26,卖出,600985,1100,0,15.82,17402.0,40.15,转现金,15.82,13.79,12.38,77.62,1.2136,1.0294,0.1842,16.71,13.5,10.29,724885,0.82,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,煤炭,70,28
2024/02/02,买入,002738,900,0,28.03,25227.0,30.27,现金买入,28.03,36.23,41.07,38.66,-2.5109,-2.7308,0.2199,39.45,35.16,30.88,1293280,0.89,下轨之下,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度,能源金属,67,27
2024/02/08,买入,002738,800,0,30.09,24072.0,29.07,现金买入,30.09,35.65,40.64,42.07,-2.7068,-2.726,0.0192,39.67,34.86,30.05,1120390,0.85,轨道之间,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度,能源金属,67,27
2024/02/23,卖出,600985,1000,0,17.84,17840.0,41.04,转现金,17.84,14.56,12.87,79.14,1.3973,1.164,0.2332,17.69,14.3,10.91,1631865,1.55,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度,煤炭,70,28
2024/06/28,卖出,601088,2700,0,39.85,107595.0,238.86,转现金,39.85,35.9,31.46,73.38,2.7211,2.5621,0.1589,40.58,36.1,31.62,1041641,0.89,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,煤炭,70,28
2024/08/02,卖出,600900,900,0,29.3,26370.0,58.54,转现金,29.3,26.18,23.81,85.24,1.7775,1.4166,0.361,30.12,25.61,21.1,3565387,0.85,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,电力,70,35
2024/08/09,卖出,600900,800,0,28.6,22880.0,51.22,转现金,28.6,26.41,24.0,77.63,1.7491,1.4831,0.266,30.44,25.88,21.32,3308521,0.82,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,电力,70,35
2024/08/16,卖出,600900,800,0,28.68,22944.0,51.35,转现金,28.68,26.62,24.18,80.85,1.7132,1.5291,0.1841,30.69,26.15,21.62,2759543,0.76,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,电力,70,35
2024/08/23,卖出,600900,700,0,28.97,20279.0,45.96,转现金,28.97,26.85,24.37,80.82,1.6887,1.561,0.1277,30.86,26.47,22.08,2686689,0.87,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度,电力,70,35
